identificador_de_la_publicacion,identificador_de_la_cuenta,nombre_de_usuario_de_la_cuenta,nombre_de_la_cuenta,descripcion,duracion_segundos,hora_de_publicacion,enlace_permanente,tipo_de_publicacion,comentario_sobre_los_datos,fecha,alcance,me_gusta,veces_que_se_compartio,visitas_al_perfil,respuestas,navegacion,clics_en_el_enlace,seguimientos,toques_en_stickers,visualizaciones,sentimiento
17911761275707198,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,2,2023-03-16 23:07:00,,Historia de Instagram,,Total,419.0,1,0,2.0,0,375.0,2.0,,,,-2.0
17907161096735518,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,10,2023-03-18 06:46:00,,Historia de Instagram,,Total,1033.0,2,0,8.0,1,1040.0,,,,,-2.0
17973833669314078,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",SoñArte,14,2023-03-18 06:51:00,,Historia de Instagram,,Total,742.0,5,0,1.0,0,750.0,,,,,0.0
17968736102203115,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Que disfrutes tu día,0,2023-03-19 14:00:00,,Historia de Instagram,,Total,5780.0,19,0,59.0,3,5722.0,,,,,0.0
18280451356109921,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Cuando la vida es
Un sueño",15,2023-03-20 14:05:00,,Historia de Instagram,,Total,882.0,5,0,7.0,1,870.0,,,,,0.0
17972533862183359,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,6,2023-03-20 19:15:00,,Historia de Instagram,,Total,881.0,3,0,1.0,0,840.0,,,,,-2.0
17888019575752226,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Cuando la vida es un sueño,3,2023-03-26 08:35:00,,Historia de Instagram,,Total,2049.0,5,0,11.0,1,1499.0,,,,,0.0
17970362288224419,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Estoy muy agradecida de ser parte del equipo de @ekrmexico,0,2023-03-26 10:39:00,,Historia de Instagram,,Total,1384.0,5,0,11.0,0,1386.0,,,6.0,,0.0
18251621848153923,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Cuando la vida es un sueño,15,2023-03-26 18:30:00,,Historia de Instagram,,Total,1388.0,5,0,6.0,1,1398.0,,,,,0.0
17981813074879424,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Hoy es el último día del retiro con @ekrmexico,0,2023-03-27 08:28:00,,Historia de Instagram,,Total,1700.0,3,0,19.0,0,1771.0,,,,,0.0
18347503831040733,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,15,2023-03-29 18:18:00,,Historia de Instagram,,Total,865.0,3,0,5.0,0,841.0,,,,,-2.0
17981736800051653,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,15,2023-03-30 21:02:00,,Historia de Instagram,,Total,705.0,7,0,5.0,0,736.0,,,,,-2.0
17948610521538582,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Y ponen altares públicos,0,2023-03-31 13:28:00,,Historia de Instagram,,Total,738.0,10,0,1.0,0,726.0,,,,,0.0
17991133759882374,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Hoy es Viernes de dolores, en mi ciudad regalan helado",0,2023-03-31 13:28:00,,Historia de Instagram,,Total,951.0,6,0,1.0,0,897.0,,,,,0.0
18059394082376538,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-03-31 13:30:00,,Historia de Instagram,,Total,665.0,3,0,3.0,0,676.0,,,,,-2.0
18012590089522242,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Patos sincronizados,5,2023-03-31 13:54:00,,Historia de Instagram,,Total,635.0,5,0,2.0,0,554.0,,,,,0.0
17996698324779896,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¡Salud!,0,2023-03-31 14:53:00,,Historia de Instagram,,Total,653.0,4,0,6.0,0,666.0,,,,,0.0
17993508403838784,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Más altares,0,2023-04-01 10:57:00,,Historia de Instagram,,Total,1394.0,6,0,3.0,0,1364.0,,,,,0.0
17903066294755016,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-04-01 10:58:00,,Historia de Instagram,,Total,1066.0,2,0,4.0,0,1074.0,,,,,-2.0
17969658998495562,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Me voy de fiesta,0,2023-04-01 16:49:00,,Historia de Instagram,,Total,1200.0,0,0,7.0,0,1196.0,,,,,0.0
17868472607840414,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,7,2023-04-02 11:32:00,,Historia de Instagram,,Total,985.0,7,0,1.0,0,915.0,,,,,-2.0
17993928901840296,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,8,2023-04-02 11:39:00,,Historia de Instagram,,Total,757.0,5,0,3.0,0,640.0,,,,,-2.0
17938766375631769,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,3,2023-04-02 11:41:00,,Historia de Instagram,,Total,693.0,3,0,1.0,1,616.0,,,,,-2.0
17997576940776819,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,12,2023-04-03 07:42:00,,Historia de Instagram,,Total,686.0,3,0,1.0,1,688.0,,,2.0,,-2.0
17979505067082348,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Cuando la vida es un sueño,3,2023-04-03 16:01:00,,Historia de Instagram,,Total,589.0,2,0,1.0,0,411.0,,,,,0.0
17998776556691460,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-04-03 16:10:00,,Historia de Instagram,,Total,519.0,5,1,3.0,1,523.0,,,,,-2.0
18358551013046041,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Salir de viaje es como un sueño, no sabes qué va a suceder",15,2023-04-04 09:07:00,,Historia de Instagram,,Total,552.0,6,0,7.0,0,592.0,,1.0,,,0.0
17910980009726757,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Disfruta tus sueños, disfruta tu vida (cuando no sean pesadillas)",0,2023-04-05 13:42:00,,Historia de Instagram,,Total,1897.0,3,0,11.0,0,1908.0,,,,,0.0
17951184494421619,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-04-06 17:08:00,,Historia de Instagram,,Total,1271.0,4,0,6.0,0,1327.0,,,,,-2.0
18005108350580594,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,15,2023-04-07 21:22:00,,Historia de Instagram,,Total,740.0,4,0,5.0,0,825.0,,,,,-2.0
18248626282087562,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Te extraño mucho amiga,15,2023-04-10 17:31:00,,Historia de Instagram,,Total,928.0,6,0,11.0,0,959.0,,,1.0,,0.0
18287561926096451,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,8,2023-04-10 20:26:00,,Historia de Instagram,,Total,701.0,3,0,,0,676.0,,,,,-2.0
17930468123568651,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,7,2023-04-10 21:57:00,,Historia de Instagram,,Total,567.0,2,0,4.0,0,595.0,,,,,-2.0
17972450018244009,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Cuando la vida es un sueño,15,2023-04-11 17:45:00,,Historia de Instagram,,Total,537.0,4,0,10.0,0,594.0,,,,,0.0
17895013952792580,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,6,2023-04-12 11:11:00,,Historia de Instagram,,Total,330.0,0,0,2.0,0,316.0,,,,,-2.0
18173555428274464,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,9,2023-04-12 11:26:00,,Historia de Instagram,,Total,305.0,2,0,1.0,1,294.0,,,,,-2.0
17912636999725038,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Celebrando el 
aniversario de 
@geekandcoffee",0,2023-04-13 17:27:00,,Historia de Instagram,,Total,1767.0,5,0,16.0,2,1802.0,,,,,0.0
18253526776194613,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,10,2023-04-17 09:30:00,,Historia de Instagram,,Total,987.0,5,0,4.0,0,881.0,,,,,-2.0
18002746087733131,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,3,2023-04-17 09:30:00,,Historia de Instagram,,Total,708.0,1,0,1.0,1,577.0,,,,,-2.0
17949199310610589,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,10,2023-04-18 10:07:00,,Historia de Instagram,,Total,1031.0,4,0,6.0,1,980.0,,,,,-2.0
18035925136465843,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,10,2023-04-19 11:12:00,,Historia de Instagram,,Total,655.0,0,0,8.0,0,655.0,,,,,-2.0
17989931725912358,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Gracias a @themoonismycalendar 
pude darme cuenta de todo lo que surgió el pasado ciclo lunar",0,2023-04-19 11:38:00,,Historia de Instagram,,Total,505.0,0,0,1.0,1,506.0,,,,,0.0
17878006919851859,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Tengo ganas de estar 
más cerca de ti",0,2023-04-20 12:45:00,,Historia de Instagram,,Total,1212.0,4,0,19.0,0,1276.0,,,,,0.0
17858552498937633,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,9,2023-04-21 13:54:00,,Historia de Instagram,,Total,651.0,6,0,7.0,1,695.0,,,,,-2.0
17849095793967172,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Haciendo
Nuevas
Amistades 😂",0,2023-04-22 13:51:00,,Historia de Instagram,,Total,3239.0,8,0,24.0,1,3244.0,,,,,0.0
18053666011409255,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,10,2023-04-24 08:59:00,,Historia de Instagram,,Total,740.0,1,0,6.0,0,673.0,,,,,-2.0
17951288222447123,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,4,2023-04-24 09:01:00,,Historia de Instagram,,Total,527.0,1,0,1.0,0,451.0,,,,,-2.0
18020701222495444,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Con mi bff @monicagamezwriter,0,2023-04-26 17:35:00,,Historia de Instagram,,Total,1053.0,1,0,10.0,2,1068.0,,,2.0,,0.0
17933166452661777,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","El domingo seré parte de la puesta en escena ""Magos del corazón""",0,2023-04-27 19:14:00,,Historia de Instagram,,Total,738.0,3,0,6.0,0,732.0,,,,,0.0
17994819994858186,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Por si andan en,0,2023-04-27 19:17:00,,Historia de Instagram,,Total,464.0,2,0,2.0,0,467.0,,,,,0.0
17842960805987561,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Estoy en una clase sobre sueños y Shamanismo con el autor Stanley Krippner Gracias @institutefordreamstudies,0,2023-04-28 10:32:00,,Historia de Instagram,,Total,674.0,3,0,6.0,0,648.0,,,,,0.0
17896717853795180,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Stanley Krippner habla de cómo a través de los sueños tenemos acceso a información de una forma no ordinaria,0,2023-04-28 10:35:00,,Historia de Instagram,,Total,498.0,2,0,3.0,0,485.0,,,,,0.0
17973892640260569,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-04-28 10:37:00,,Historia de Instagram,,Total,430.0,0,0,2.0,0,424.0,,,,,-2.0
18055911589405833,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-04-28 23:44:00,,Historia de Instagram,,Total,1059.0,2,0,7.0,0,1048.0,,,,,-2.0
18265884289126183,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Tuve ensayo con vestuario,0,2023-04-29 14:58:00,,Historia de Instagram,,Total,1013.0,1,0,3.0,0,1013.0,,,,,0.0
18253901530159555,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Sueños despiertos,15,2023-04-29 19:53:00,,Historia de Instagram,,Total,692.0,2,0,5.0,0,711.0,,,,,0.0
17952412109454555,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,3,2023-04-30 06:51:00,,Historia de Instagram,,Total,583.0,0,0,3.0,0,596.0,,,,,-2.0
17951986703555931,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Magos del corazón,0,2023-04-30 19:20:00,,Historia de Instagram,,Total,705.0,5,0,3.0,0,704.0,,,,,0.0
18051369070417197,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-04-30 19:20:00,,Historia de Instagram,,Total,747.0,3,0,3.0,0,745.0,,,,,-2.0
17966757038230665,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-04-30 19:20:00,,Historia de Instagram,,Total,810.0,3,0,5.0,1,805.0,,,,,-2.0
18021217639546661,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-04-30 19:20:00,,Historia de Instagram,,Total,872.0,1,0,2.0,0,872.0,,,,,-2.0
18015233257572803,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-04-30 19:20:00,,Historia de Instagram,,Total,1156.0,1,0,4.0,0,1149.0,,,,,-2.0
17954460293418611,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-04-30 19:20:00,,Historia de Instagram,,Total,773.0,1,0,,0,769.0,,,,,-2.0
17930557475675757,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-05-01 11:26:00,,Historia de Instagram,,Total,1143.0,2,0,3.0,1,1137.0,,,,,-2.0
17991040660936365,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Buenos días,5,2023-05-02 08:05:00,,Historia de Instagram,,Total,1058.0,3,0,15.0,0,993.0,,1.0,,,0.0
18188214319252619,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Soñando Despierta,0,2023-05-03 05:13:00,,Historia de Instagram,,Total,1029.0,2,0,9.0,0,1033.0,,,,,0.0
17964587150434474,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Mi oficina,0,2023-05-03 08:14:00,,Historia de Instagram,,Total,815.0,7,0,10.0,2,830.0,,,,,0.0
17886844481776879,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Hoy facilité una dinámica para conectar con nuestros ancestros en el taller 'Cultivando el corazón del equipo"" en @ekrmexico",0,2023-05-04 14:55:00,,Historia de Instagram,,Total,1806.0,8,0,12.0,1,1702.0,,,,,0.0
18016678390574900,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Soñando
despierta",0,2023-05-05 08:40:00,,Historia de Instagram,,Total,1783.0,5,0,9.0,1,1734.0,,,,,0.0
18083830654344127,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,7,2023-05-06 05:52:00,,Historia de Instagram,,Total,617.0,4,0,1.0,0,606.0,,,,,-2.0
18008117569652555,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",En la playa,4,2023-05-06 08:25:00,,Historia de Instagram,,Total,419.0,2,0,,0,399.0,,,,,0.0
17992061269899327,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,3,2023-05-06 08:28:00,,Historia de Instagram,,Total,340.0,2,1,1.0,0,319.0,,,,,-2.0
18332936629074641,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,5,2023-05-07 07:15:00,,Historia de Instagram,,Total,747.0,4,0,5.0,0,702.0,,,,,-2.0
18045048919406781,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Último día de trabajar con esta vista,0,2023-05-09 06:23:00,,Historia de Instagram,,Total,779.0,1,0,6.0,0,753.0,,,,,0.0
18259111507150093,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Y de descansos en la hamaca,12,2023-05-09 07:05:00,,Historia de Instagram,,Total,520.0,3,0,10.0,0,554.0,,,,,0.0
18348118144065799,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,10,2023-05-09 11:37:00,,Historia de Instagram,,Total,446.0,0,0,2.0,0,454.0,,,,,-2.0
18356351710058768,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",En San Miguel de Allende,0,2023-05-09 12:25:00,,Historia de Instagram,,Total,375.0,1,0,1.0,0,379.0,,,,,0.0
17981847536140547,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Despidiéndome,5,2023-05-09 18:51:00,,Historia de Instagram,,Total,457.0,1,0,3.0,0,426.0,,,,,0.0
17957312969373800,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Me siento muy contenta de formar parte del equipo @ekrmexico,0,2023-05-09 20:20:00,,Historia de Instagram,,Total,420.0,2,0,,0,396.0,,,3.0,,0.0
18047247916430565,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Me regalaron un chocolate en el aeropuerto por el día de las madres,0,2023-05-10 09:58:00,,Historia de Instagram,,Total,523.0,6,0,2.0,0,502.0,,,,,0.0
17913402767742589,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Lo que me puso el Spotify cuando empezaron las turbulencias en el avión 😓,15,2023-05-10 16:50:00,,Historia de Instagram,,Total,372.0,2,0,1.0,0,388.0,,,,,0.0
17924880452705546,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Es broma, bueno, 
si quieres no es broma",0,2023-05-15 11:29:00,,Historia de Instagram,,Total,2135.0,3,0,14.0,0,2082.0,,,,,0.0
17984093735314473,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Estuve perdido y me encontré dentro de un sueño (sueños húmedos),7,2023-05-20 10:02:00,,Historia de Instagram,,Total,471.0,1,0,6.0,0,523.0,,,,,0.0
17885905979791841,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-05-22 14:49:00,,Historia de Instagram,,Total,638.0,0,0,4.0,0,636.0,,,,,-2.0
17890432277824492,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-05-22 14:51:00,,Historia de Instagram,,Total,358.0,0,0,,1,372.0,,,,,-2.0
18219609673210312,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-05-22 14:51:00,,Historia de Instagram,,Total,413.0,0,0,,0,406.0,,,,,-2.0
18003264046809171,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-05-22 14:52:00,,Historia de Instagram,,Total,306.0,0,0,,0,298.0,,,,,-2.0
18295478917096303,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-05-22 14:52:00,,Historia de Instagram,,Total,319.0,0,0,,0,309.0,,,,,-2.0
18067136650378242,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-05-22 14:52:00,,Historia de Instagram,,Total,333.0,0,0,,0,326.0,,,,,-2.0
17938465025549183,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",¿Quieres saber más?,3,2023-05-22 14:55:00,,Historia de Instagram,,Total,290.0,0,0,,0,276.0,5.0,,,,0.0
18000499300827482,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,8,2023-05-22 19:53:00,,Historia de Instagram,,Total,400.0,2,0,3.0,1,405.0,,,,,-2.0
17991677242975698,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-05-24 06:08:00,,Historia de Instagram,,Total,770.0,3,0,7.0,1,816.0,,,,,-2.0
17985252833103449,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,60,2023-05-24 09:01:00,,Historia de Instagram,,Total,474.0,4,1,2.0,1,517.0,,,,,-2.0
18258819424197419,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,17,2023-05-24 09:11:00,,Historia de Instagram,,Total,383.0,1,0,5.0,0,408.0,5.0,1.0,,,-2.0
17954906303605731,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Hoy es el
Día Mundial
Del tarot",0,2023-05-25 09:48:00,,Historia de Instagram,,Total,798.0,4,0,4.0,0,822.0,,,,,0.0
17871364235913081,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-05-25 14:46:00,,Historia de Instagram,,Total,552.0,0,0,1.0,0,561.0,,,,,-2.0
18039541525462038,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Cuando la vida es un sueño,6,2023-05-25 16:08:00,,Historia de Instagram,,Total,471.0,1,0,1.0,0,414.0,,,,,0.0
17989300220058178,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Hoy es el
Día internacional de
Drácula",3,2023-05-26 08:37:00,,Historia de Instagram,,Total,535.0,0,0,1.0,0,494.0,,,,,0.0
18006383911685419,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-05-29 06:45:00,,Historia de Instagram,,Total,791.0,0,0,8.0,0,826.0,,,,,-2.0
17875794686840217,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Lugares de ensueño,15,2023-05-29 10:41:00,,Historia de Instagram,,Total,390.0,6,0,2.0,0,399.0,,,,,0.0
18192553858255857,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,3,2023-05-29 13:26:00,,Historia de Instagram,,Total,308.0,2,0,2.0,0,287.0,,,,,-2.0
17967977708521693,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,5,2023-06-02 12:50:00,,Historia de Instagram,,Total,549.0,0,0,1.0,0,515.0,,,,,-2.0
18003607372826713,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,5,2023-06-02 12:51:00,,Historia de Instagram,,Total,349.0,0,0,1.0,0,330.0,,,,,-2.0
17993567488834983,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Déjame un comentario si quieres más información,3,2023-06-02 12:53:00,,Historia de Instagram,,Total,302.0,0,0,2.0,1,276.0,,,,,0.0
17958263189536963,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Gracias a las asistentes a la clase ""Explorando los personajes de tus sueños""",0,2023-06-03 13:15:00,,Historia de Instagram,,Total,3672.0,2,0,14.0,0,3257.0,,,,,0.0
17994709573948093,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,3,2023-06-05 08:46:00,,Historia de Instagram,,Total,494.0,0,0,3.0,0,458.0,,,,,-2.0
18194086159264615,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia","Elige un
Mensaje",3,2023-06-12 06:43:00,,Historia de Instagram,,Total,560.0,0,0,1.0,0,496.0,,1.0,,,0.0
17957672150445372,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,3,2023-06-12 06:44:00,,Historia de Instagram,,Total,397.0,0,0,,0,373.0,,,,,-2.0
17874183056868020,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,3,2023-06-12 06:45:00,,Historia de Instagram,,Total,353.0,0,0,4.0,0,343.0,,,,,-2.0
18018229747593841,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-06-12 17:52:00,,Historia de Instagram,,Total,479.0,3,0,,0,490.0,,,,,-2.0
18014619424626131,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-06-12 20:02:00,,Historia de Instagram,,Total,444.0,1,0,1.0,2,436.0,,,,,-2.0
17988589433088648,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-06-13 08:21:00,,Historia de Instagram,,Total,538.0,1,0,7.0,0,559.0,,,,,-2.0
18251903440082561,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,3,2023-06-14 11:06:00,,Historia de Instagram,,Total,520.0,1,0,2.0,1,395.0,,,,,-2.0
17959119155549725,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-06-14 11:07:00,,Historia de Instagram,,Total,485.0,0,0,8.0,1,524.0,,,,,-2.0
17981249405504192,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-06-16 10:58:00,,Historia de Instagram,,Total,1098.0,0,0,9.0,0,1151.0,,,,,-2.0
17883084719861594,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Sueños Despiertos,11,2023-06-18 13:12:00,,Historia de Instagram,,Total,1119.0,4,0,5.0,0,1132.0,,,,,0.0
17935141484678653,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",Mis comadres,10,2023-06-18 13:16:00,,Historia de Instagram,,Total,750.0,2,0,4.0,0,753.0,,,,,0.0
17895845753820100,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-06-22 09:44:00,,Historia de Instagram,,Total,753.0,0,0,6.0,0,775.0,,,,,-2.0
17949971933636302,17841408055500202,jessonirica,"Jess Onírica | Sueños, creatividad, espiritualidad y conciencia",,0,2023-07-05 20:59:00,,Historia de Instagram,,Total,704.0,1,0,2.0,0,703.0,,,,,-2.0
