Identificador de la publicación,Identificador de la cuenta,Nombre de usuario de la cuenta,Nombre de la cuenta,Descripción,Duración (segundos),Hora de publicación,Enlace permanente,Tipo de publicación,Comentario sobre los datos,Fecha,Alcance,Me gusta,Veces que se compartió,Visitas al perfil,Respuestas,Navegación,Clics en el enlace,Seguimientos,Toques en stickers,Visualizaciones,sentimiento,hora_de_publicacion,alcance,me_gusta,veces_que_se_compartio,visitas_al_perfil,respuestas,navegacion,clics_en_el_enlace,seguimientos,toques_en_stickers,visualizaciones,sentimiento_score,fecha,nombre_archivo,objeto_principal,color_dominante,emocion_primaria,categoría
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-10-24,IMG_20241024_175810_262.jpg,web_site,#d0dada,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-10-24,IMG_20241024_175722_158.jpg,web_site,#767370,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-10-23,IMG_20241023_101418_014.jpg,coffee_mug,#787782,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-10-18,IMG_20241018_084721_523.jpg,potter's_wheel,#666972,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-10-16,IMG_20241016_152147_493.jpg,toy_poodle,#5e6473,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-10-14,IMG_20241014_115546_008.jpg,golfcart,#656a7e,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-10-12,IMG_20241012_174226_572.jpg,restaurant,#5d626e,fear,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-10-11,IMG_20241011_142430_167.jpg,caldron,#6b657f,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-10-07,IMG_20241007_103555_562.jpg,hair_slide,#7f7886,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-10-05,IMG_20241005_092140_366.jpg,seat_belt,#705f75,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-10-03,IMG_20241003_181131_967.jpg,stole,#585862,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-10-02,IMG_20241002_173511_936.jpg,seat_belt,#696c7f,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-09-30,IMG_20240930_102024_628.jpg,maze,#6a6c80,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-09-25,IMG_20240925_110812_513.jpg,ice_lolly,#8283a0,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-09-20,IMG_20240920_113051_444.jpg,limousine,#5e6171,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-09-15,IMG_20240915_194319_855.jpg,sarong,#848694,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-09-13,IMG_20240913_104424_190.jpg,web_site,#501b44,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-09-10,IMG_20240910_141722_782.jpg,modem,#746c75,fear,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-09-06,IMG_20240906_101635_152.jpg,sunglasses,#989b9d,neutral,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-09-04,IMG_20240904_104815_375.jpg,coffee_mug,#727b85,angry,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-05-03,IMG_20240503_165952_178.jpg,brassiere,#716471,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-05-03,IMG_20240503_165711_342.jpg,seat_belt,#776c80,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-05-03,IMG_20240503_165526_511.jpg,bubble,#5b0fa8,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-05-03,IMG_20240503_165314_327 (1).jpg,maillot,#746184,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2024-05-02,IMG_20240502_180219_340 (1).jpg,web_site,#cf54a6,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-12-22,IMG_20231222_182937_798.jpg,potter's_wheel,#4e4f66,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-11-06,IMG_20231106_195856_513.webp,swing,#42454e,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-11-03,IMG_20231103_173639_881.webp,corn,#656b7c,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-11-02,IMG_20231102_210840_705.webp,altar,#686977,fear,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-04-17,IMG_20230417_194119_473.jpg,jersey,#c3718a,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-04-13,IMG_20230413_182723_462.jpg,hotdog,#747888,fear,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-04-07,IMG_20230407_102256_670.jpg,web_site,#b77e64,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-04-06,IMG_20230406_180835_997.jpg,web_site,#cbab9e,neutral,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-04-05,IMG_20230405_144238_793.jpg,sunglasses,#828696,neutral,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-04-03,IMG_20230403_171043_251.jpg,seat_belt,#7a8697,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-04-01,IMG_20230401_174937_805.jpg,seat_belt,#8b8f98,surprise,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-04-01,IMG_20230401_115828_786.jpg,patio,#7e878c,surprise,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-04-01,IMG_20230401_115753_686.jpg,altar,#76717b,angry,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-31,IMG_20230331_155411_825.jpg,beer_glass,#60696d,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-31,IMG_20230331_143018_428.jpg,envelope,#ccafb7,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-31,IMG_20230331_142915_212.jpg,feather_boa,#657385,angry,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-31,IMG_20230331_142836_189.jpg,cock,#6d798a,angry,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-27,IMG_20230327_092942_876.jpg,bonnet,#787a7f,fear,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-26,IMG_20230326_113944_601.jpg,web_site,#626065,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-24,IMG_20230324_083604_745.jpg,web_site,#b59d85,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-19,IMG_20230319_150117_392.jpg,wooden_spoon,#9c9396,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-13,IMG_20230313_102215_888.jpg,envelope,#a89b75,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-08,IMG_20230308_164700_665.jpg,web_site,#a98ba9,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-07,IMG_20230307_201630_426.jpg,web_site,#7e5386,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-07,IMG_20230307_201332_870.jpg,web_site,#63408d,angry,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-07,IMG_20230307_201313_495.jpg,web_site,#60307b,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-07,IMG_20230307_201258_444.jpg,web_site,#603584,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-07,IMG_20230307_201210_797.jpg,web_site,#623684,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-07,IMG_20230307_201157_014.jpg,web_site,#633a87,fear,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-07,IMG_20230307_201137_890.jpg,web_site,#643f8d,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-03-06,IMG_20230306_114921_701.jpg,packet,#9ca993,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-02-14,IMG_20230214_212509_153.jpg,web_site,#896fb2,neutral,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-02-14,IMG_20230214_212315_147.jpg,web_site,#612a78,fear,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-02-14,IMG_20230214_212251_695.jpg,web_site,#612670,fear,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-02-14,IMG_20230214_212233_315.jpg,web_site,#643682,fear,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-02-14,IMG_20230214_212218_155.jpg,envelope,#6e61ad,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-02-14,IMG_20230214_204359_214.jpg,lipstick,#929bad,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-02-10,IMG_20230210_131835_344.jpg,web_site,#779aac,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-02-10,IMG_20230210_131753_231.jpg,web_site,#c7c0d3,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-02-08,IMG_20230208_194355_266.jpg,web_site,#63688b,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-02-08,IMG_20230208_193458_035.jpg,eggnog,#757491,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-02-04,IMG_20230204_115956_923.jpg,hard_disc,#909696,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-29,IMG_20230129_194514_136.jpg,web_site,#57514a,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-25,IMG_20230125_162752_863.jpg,web_site,#404351,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-25,IMG_20230125_162719_529.jpg,web_site,#dac3ce,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-25,IMG_20230125_162138_882.jpg,web_site,#718387,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-25,IMG_20230125_162125_666.jpg,web_site,#4d5971,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-22,IMG_20230122_193730_320.jpg,seat_belt,#6a6686,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-20,IMG_20230120_122337_300.jpg,web_site,#5d575f,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-18,IMG_20230118_103100_626.jpg,teapot,#98a2a8,neutral,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-16,IMG_20230116_192025_454.jpg,stole,#57515f,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-12,IMG_20230112_154949_486.jpg,web_site,#6c79bd,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-11,IMG_20230111_090246_054.jpg,espresso,#b4bbce,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-08,IMG_20230108_150427_607.jpg,ski_mask,#4b3e41,neutral,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-08,IMG_20230108_105914_439.jpg,potpie,#909ca7,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-07,IMG_20230107_114144_017.jpg,potpie,#95a2ad,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-06,IMG_20230106_211449_997.jpg,tray,#4d4a76,happy,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-06,IMG_20230106_211416_808.jpg,cleaver,#516da4,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-06,IMG_20230106_211406_092.jpg,cassette,#6d6e76,sad,<NA>
nan,nan,<NA>,<NA>,<NA>,nan,<NA>,<NA>,<NA>,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,<NA>,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2023-01-06,IMG_20230106_211355_310.jpg,mask,#98a7aa,happy,<NA>
